"產地","主旨","原因","進口商名稱","進口商地址","貨品分類號列","檢驗方法","不合格原因暨檢出量詳細說明","法規限量標準","製造廠或出口商名稱","製造商代碼","牌名","重量","處置情形","發布日期","報驗受理日期","附圖"
"越南","大白菜 ","農藥殘留含量不符規定","杉青貿易有限公司","雲林縣虎尾鎮文科路1342號2樓","0704.90.10.00-8","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－多重殘留分析方法(六)」(TFDAP0007.04)【自112.04.20生效】","檢出殘留農藥克美素0.03 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","AMG VUNG TAU CO.,LTD","","","18,900.00 KGM/18,900.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/18","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618610360085"
"越南","黑胡椒粉","含非法定著色劑","碩禾有限公司","新北市板橋區民生路2段168號2樓","0904.12.00.00-3","食品藥物管理署公開建議檢驗方法「食品中蘇丹色素之鑑別方法」【自113.08.13生效】","檢出蘇丹色素四號","屬未經中央主管機關許可之添加物，本案不符合食品安全衛生管理法第15條第1項第3款、第15條第1項第10款規定。","NAM YANG AGRICULTURAL AND SERVICE CO.OPERATIVE","","LE CHI","30.00 CTN/270.00 ","案內不符合商品依規定銷毀。","2024/12/17","2024/11/20","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618678870609"
"印尼","木薯餅","防腐劑含量不符規定","佳恩貿易有限公司","桃園市龜山區樂善二路215號21樓","1901.90.99.00-1","衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」","檢出防腐劑苯甲酸0.25 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","GALEN SNACK","","GALEN SNACK","36.00 CTN/360.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/11","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618763961746"
"中國大陸","烤核桃","甜味劑含量不符規定","均潤有限公司","新北市三重區新北大道1段123號11樓","2008.19.90.90-9","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.04 g/kg、環己基(代)磺醯胺酸0.3 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","獻縣路路棗業有限公司","","NO80 ""NO 80. NO BULLY.""","50.00 CTN/300.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618823163425"
"美國","肉桂粉","農藥殘留含量不符規定","悠旅生活事業股份有限公司","臺北市松山區東興路8號8樓","0906.20.00.00-1","食品藥物管理署公開建議檢驗方法「食品中環氧乙烷及其反應產物2-氯乙醇之檢驗方法」(TFDAP0022.04)【自112.07.05生效】","檢出殘留農藥環氧乙烷3.5 mg/kg","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SPICE CHAIN CORPORATION.","","STARBUCKS","36.00 PCE/16.33 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/13","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618892078193"
"美國","肉桂粉","農藥殘留含量不符規定","悠旅生活事業股份有限公司","臺北市松山區東興路8號8樓","0906.20.00.00-1","食品藥物管理署公開建議檢驗方法「食品中環氧乙烷及其反應產物2-氯乙醇之檢驗方法」(TFDAP0022.04)【自112.07.05生效】","檢出殘留農藥環氧乙烷2.7 mg/kg","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SPICE CHAIN CORPORATION.","","STARBUCKS","36.00 PCE/16.33 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618963063261"
"中國大陸","八角茴香","農藥殘留含量不符規定","景田貿易股份有限公司","高雄市三民區康平街51號1樓","0909.62.00.20-3","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥待克利0.11 ppm","依據「農藥殘留容許量標準」，農藥待克利定量極限為0.05 ppm，本案不符合食品安全衛生管理法第15條規定。","LINK-YOND INTERNATIONAL TRADE COMPANY LIMITED","","","5,560.00 KGM/5,560.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/25","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699619027447001"
"印度","辣椒紅","含非法定著色劑","譽豐食品有限公司","桃園市楊梅區三湖里楊湖路一段676巷33弄15號","3203.00.29.00-6","食品藥物管理署108.05.22公開建議檢驗方法-「食品中蘇丹色素之檢驗方法(二) (TFDAA0074.00)」","檢出蘇丹色素四號","屬未經中央主管機關許可之添加物，本案不符合食品安全衛生管理法第15條第1項第3款、第15條第1項第10款規定。","AKAY NATURAL INGREDIENTS PRIVATE LIMITED","","","100.00 KGM/100.00 ","案內不符合商品依規定銷毀。","2024/12/17","2024/09/26","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699619143449226"
"印度","紅椒色素","含非法定著色劑","億元食品股份有限公司","基隆市七堵區六堵里工建路5號1樓","3203.00.29.00-6","食品藥物管理署108.05.22公開建議檢驗方法-「食品中蘇丹色素之檢驗方法(二) (TFDAA0074.00)」","檢出蘇丹色素一號12 ppb(μg/kg)、蘇丹色素二號170 ppb(μg/kg)、蘇丹色素四號168 ppb(μg/kg)","屬未經中央主管機關許可之添加物，本案不符合食品安全衛生管理法第15條第1項第3款、第15條第1項第10款規定。","BOS NATURAL FLAVORS(P)LTD.","","BOS","75.00 KGM/75.00 ","案內不符合商品依規定銷毀。","2024/12/17","2024/11/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699617750292279"
"南非","氣泡飲","漂白劑含量不符規定","酒秋有限公司","新北市三重區三和路4段138巷3號2樓","2202.99.90.99-7","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.12 g/kg，依業者檢附之文件說明，案內產品於製程中脫醇後再添加亞硫酸氫鉀","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","DARLING CELLARS (PTY) LTD","","DARLING CELLARS","360.00 BOT/270.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/10/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699617802392981"
"南非","紅葡萄飲品","漂白劑含量不符規定","酒秋有限公司","新北市三重區三和路4段138巷3號2樓","2202.99.90.99-7","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.06 g/kg，依業者檢附之文件說明，案內產品於製程中脫醇後再添加亞硫酸氫鉀","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","DARLING CELLARS","","DARLING CELLARS","480.00 BOT/360.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/10/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699617877951765"
"荷蘭","馬郁蘭","農藥殘留含量不符規定","東遠國際有限公司","新北市新店區中正路四維巷8弄8號(1樓)","0712.90.90.90-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥陶斯松0.03 ppm、賽扶寧0.04ppm、賽滅寧0.06ppm、賽洛寧0.14ppm","依據「農藥殘留容許量標準」，農藥陶斯松不得檢出，賽扶寧、賽滅寧、賽洛寧定量極限皆為0.03 ppm，本案不符合食品安全衛生管理法第15條規定。","VERSTEGEN SPICES & SAUCES BV","","VERSTEGEN","6.00 CTN/3.24 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/13","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699617937287696"
"美國","石榴","農藥殘留含量不符規定","元霖實業有限公司","台北巿大安區信義路四段26號10樓之1","0810.90.99.90-4","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥畢芬寧0.03 ppm","依據「農藥殘留容許量標準」農藥畢芬寧定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","VANGUARD INTERNATIONAL USA LLC","","POM WONDERFUL","2,720.00 CTN/13,600.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/22","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618013628583"
"韓國","餅乾棒","含非法定著色劑 ","台灣樂天製菓股份有限公司","臺北市松山區南京東路4段16號6樓","1905.90.90.00-6","衛生福利部食品藥物管理署113.06.07公開建議檢驗方法「食品中著色劑之檢驗方法－多重分析方法(二)」","檢出著色劑偶氮玉紅","依據「食品添加物使用範圍及限量暨規格標準」，偶氮玉紅非屬表列准用之食品添加物，本案不符合食品安全衛生管理法第18條規定。","LOTTE WELLFOOD CO.,LTD.","","LOTTE","40.00 CTN/46.08 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/09/03","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618074767955"
"義大利","紅酒醋","漂白劑含量不符規定","河洛企業股份有限公司","臺北市中山區德惠街16之5號5樓","2209.00.00.00-5","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.068 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，其他加工食品漂白劑准用亞硫酸鹽類用量以二氧化硫殘留量計為0.030 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","PONTI S.P.A","","PONTI","204.00 PCE/1,020.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618157764661"
"日本","咖哩粉","農藥殘留含量不符規定","太冠國際開發事業有限公司","新北市新店區中正路538巷7號(1樓)","0910.99.20.00-7","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－磷化氫之檢驗(TFDAP0025.01)」【自112.04.20生效】","檢出殘留農藥磷化氫0.012 ppm，依據業者檢附成分比例表換算農藥殘留量：薑黃0.04 ppm、胡荽0.04 ppm、葫蘆巴0.10 ppm、馬芹0.13 ppm、陳皮0.125 ppm、胡椒0.33 ppm、紅辣椒0.50 ppm、小茴香0.632 ppm、薑1.20 ppm、八角1.20 ppm、百里香1.714 ppm、月桂葉3.000 ppm、肉豆蔻4.00 ppm、鼠尾草12.000 ppm、小豆蔻12.00 ppm","依據「農藥殘留容許量標準」，薑黃、胡荽、葫蘆巴、馬芹、胡椒、八角、肉豆蔻、小豆蔻、紅辣椒、薑容許量皆為0.01 ppm；陳皮、小茴香、百里香、月桂葉、鼠尾草皆為不得檢出，本案不符合食品安全衛生管理法第15條規定。","エスビー食品　東松山工場","埼玉                                                                                                                                                                                                    ","S&B","10.00 CTN/120.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/04","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618248153453"
"泰國","蘆筍","農藥殘留含量不符規定","東蒸有限公司","基隆市安樂區六合里樂利三街128之4號","0709.20.00.20-6","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥祿芬隆 0.02 ppm","依據「農藥殘留容許量標準」，農藥祿芬隆定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","Y.S.Y. EXPRESS TRADING CO.,LTD.","","","373.00 KGM/373.00 ","案內不符合商品依規定退運或銷毀。","2024/12/17","2024/11/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638699618328711639"
