"產地","主旨","原因","進口商名稱","進口商地址","貨品分類號列","檢驗方法","不合格原因暨檢出量詳細說明","法規限量標準","製造廠或出口商名稱","製造商代碼","牌名","重量","處置情形","發布日期","報驗受理日期","附圖"
"法國","冷凍黃蘑菇","原子塵或放射能不符規定","聯馥食品股份有限公司","臺北市北投區中央北路4段515巷28號3樓","0710.80.90.90-6","105 年 5 月 19 日部授食字第 1051900834 號公告訂定「食品中放射性核種之檢驗方法(MOHWO0015.00)」","檢出銫-137 124.1 貝克/公斤","依據「食品中原子塵或放射能污染容許量標準」，銫-134與銫-137之總和限量為100 貝克/公斤，本案不符合食品安全衛生管理法第15條規定。","BORDE","","BORDE","50.00 KGM(50.00 )","案內不符合商品依規定退運或銷毀。","2023/08/08","2023/06/05","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638270004005650162"
"日本","鮮蜜瓜","農藥殘留含量不符規定","三厚物產股份有限公司","彰化縣和美鎮山犁里大佃路939號","0807.19.10.00-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽達松0.02 ppm","依據「農藥殘留容許量標準」，農藥賽達松定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","YUGEN CO.,LTD.","山形                                                                                                                                                                                                    ","","508.00  PCE(1,016.00  )","案內不符合商品依規定退運或銷毀。","2023/08/08","2023/07/12","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638270004438826054"
"中國大陸","黑芝麻","農藥殘留含量不符規定","安利得貿易有限公司","臺北市大同區甘谷街35號16樓之2","1207.40.00.00-1","衛生福利部食品藥物管理署112年4月20日修正建議檢驗方法「食品中殘留農藥檢驗方法-磷化氫之檢驗(TFDAP0025.01)」","檢出殘留農藥磷化氫0.014 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","安徽省本草國藥飲片有限公司","","","298.90 KGM(298.90 )","案內不符合商品依規定退運或銷毀。","2023/08/08","2023/07/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638270004730160480"
"緬甸","脫殼綠豆","農藥殘留含量不符規定","財蓬植業有限公司","新北市板橋區三民路2段95巷5號1樓","0713.31.10.90-0","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥可尼丁0.05 ppm、賽速安0.14 ppm","依據「農藥殘留容許量標準」，農藥可尼丁、賽速安容許量均為0.02 ppm，本案不符合食品安全衛生管理法第15條規定。","TRIPE FISH COMPANY LIMITED","","長榮四季花","24.00 TNE(24,000.00 )","案內不符合商品依規定退運或銷毀。","2024/03/05","2024/02/01","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638452287732371376"
"越南","紅茶","農藥殘留含量不符規定","宏益製茶廠國際有限公司","新竹縣芎林鄉秀湖村五和街1巷16號","0902.40.90.00-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥菲克利0.06 ppm","依據「農藥殘留容許量標準」，農藥菲克利定量極限為0.05 ppm，本案不符合食品安全衛生管理法第15條規定。","ANH LINH PHUC CO.,LTD","AHLHPC                                                                                                                                                                                                  ","","5,370.00 KGM(5,370.00 )","案內不符合商品依規定退運或銷毀。","2024/03/05","2024/02/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638452287831652519"
"日本","鮮草莓","農藥殘留含量不符規定","欣隆貿易實業有限公司","新北市汐止區東勢街216巷22弄2之3號13樓","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥必芬蟎2.7 ppm、氟尼胺0.02 ppm、護汰寧2.1 ppm","依據「農藥殘留容許量標準」，農藥必芬蟎、護汰寧容許量均為2.0 ppm、氟尼胺定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","RINKA CO.,LTD.","長崎                                                                                                                                                                                                    ","FRUITS PARADISE TRADING CO.,LTD.","84.00 BDL(210.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457603563739874"
"日本","鮮草莓","農藥殘留含量不符規定","欣隆貿易實業有限公司","新北市汐止區東勢街216巷22弄2之3號13樓","0810.10.00.00-8","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥滅派林1.1 ppm","依據「農藥殘留容許量標準」，農藥滅派林容許量為1.0 ppm，本案不符合食品安全衛生管理法第15條規定。","RINKA CO.,LTD.","長崎                                                                                                                                                                                                    ","FRUITS PARADISE TRADING CO.,LTD.","84.00 BDL(210.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457603657006131"
"美國","羅勒調味醬","農藥殘留含量不符規定","好市多股份有限公司","高雄市前鎮區中華五路656號","2103.90.90.90-5","食品藥物管理署公開建議檢驗方法「食品中環氧乙烷及其反應產物2-氯乙醇之檢驗方法」(TFDAP0022.04)【自112.07.05生效】","檢出殘留農藥環氧乙烷0.1 mg/kg","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","RANA MEAL-COSTCO","","KIRKLAND SIGNATURE","1,080.00 UNT(673.92 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457604912876596"
"澳大利亞","鮮油桃","農藥殘留含量不符規定","新鮮貿易股份有限公司","臺北市中山區中山北路3段34號12樓","0809.30.00.20-3","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥特安勃0.01 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","AUSTRALIA FRUITS PTY LTD","","","2,028.00 CTN(20,280.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/14","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457603906795035"
"印尼","炸肉丸用粉","漂白劑含量不符規定","億瓏貿易有限公司","桃園市八德區建國路366號","1901.90.99.00-1","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.04 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，漂白劑於其他加工食品用量以SO2殘留量計為0.03 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","PT PONDAN  PANGAN MAKMUR INDONESIA","","PONDAN","15.00 CTN(180.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605051378009"
"馬來西亞","亞洲園果蔬風味濃縮糖漿","漂白劑含量不符規定","宜承企業有限公司","臺中市北區金龍里金龍街86巷4之3號","2106.90.10.00-8","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.116 g/kg","經原廠聲明其添加偏亞硫酸氫鈉為漂白劑避免色變，依據「食品添加物使用範圍及限量暨規格標準」，偏亞硫酸氫鈉於其他加工食品用量以二氧化硫殘留量計為0.030 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","ASF FOOD & BEVERAGE (M) SDN BHD","","ASIA FARM","442.00 CTN(7,072.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/01/12","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605178010725"
"越南","冷凍鯰魚切片","其他衛生項目不符規定","松杰國際貿易有限公司","臺中市南屯區工業區二十路39號3樓","0304.62.00.00-8","食品藥物管理署108.5.22公開建議檢驗方法-修正「食品中磷酸鹽之檢驗方法 (TFDAA0021.03)」","檢出磷酸鹽3 g/kg","業者檢附文獻未說明魚體天然帶入背景值，無法佐證磷酸鹽類為天然魚體所含有，依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","SUNRISE CORPORATION (SUNRISE CORP)","DL 371                                                                                                                                                                                                  ","","960.00 KGM(960.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/01/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605339899385"
"中國大陸","花椒","農藥殘留含量不符規定","天崧企業有限公司","台北市內湖區東湖路9號3樓","1211.90.91.30-8","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－多重殘留分析方法(六)」(TFDAP0007.04)【自112.04.20生效】","檢出殘留農藥克美素0.1 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","LAN LING COUNTY SHIN WAN VEGETABLE AND FOOD CO., LTD.","","","1,875.00 KGM(1,875.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/06","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605479637049"
"日本","咖哩粉","農藥殘留含量不符規定","太冠國際開發事業有限公司","新北市新店區中正路538巷7號1樓","0910.99.20.00-7","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－磷化氫之檢驗(TFDAP0025.01)」【自112.04.20生效】","檢出殘留農藥磷化氫0.05 ppm","依據「農藥殘留容許量標準」，農藥磷化氫容許量為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","株式会社大伸  川島工場","埼玉                                                                                                                                                                                                    ","S&B","15.00 CTN(27.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605624485628"
"緬甸","綠豆仁","農藥殘留含量不符規定","爾邦得股份有限公司","高雄市梓官區大舍東路300巷26號","0713.31.10.90-0","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥可尼丁0.04 ppm、賽速安0.13 ppm","依據「農藥殘留容許量標準」，農藥可尼丁、賽速安容許量均為0.02 ppm，本案不符合食品安全衛生管理法第15條規定。","TRIPLE FISH COMPANY LIMITED","","","24.00 TNE(24,000.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605783000257"
"印度","鮮葡萄","農藥殘留含量不符規定","廣青有限公司","新北市蘆洲區民權路30號5樓","0806.10.00.00-4","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－多重殘留分析方法(六)」(TFDAP0007.04)【自112.04.20生效】","檢出殘留農藥克美素0.02 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","MAGNUS FARM FRESH LLP","","","750.00 BOX(6,000.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457605935110062"
"印度","花生仁","農藥殘留含量不符規定","穎寶企業股份有限公司","新北市林口區竹林一路158號","9807.20.00.12-9","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－磷化氫之檢驗(TFDAP0025.01)」【自112.04.20生效】","檢出殘留農藥磷化氫0.03 ppm","依據「農藥殘留容許量標準」，農藥磷化氫容許量為0.01 ppm，本案不符食品安全衛生管理法第15條規定。","DHARTI AGRI EXPORT","","","50.00 TNE(50,000.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/17","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457606047606111"
"烏克蘭","高梁","農藥殘留含量不符規定","穀福城貿易有限公司","臺南市新營區太北里太子宮44之100號","1007.90.00.00-2","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－多重殘留分析方法(六)」(TFDAP0007.04)【自112.04.20生效】","檢出殘留農藥氟大滅0.06 ppm、二‧四地0.04 ppm","依據「農藥殘留容許量標準」，農藥氟大滅為不得檢出、二‧四地容許量為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","LINKOR TRADE UKRAINE LLC","","","239.88 TNE(239,880.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/20","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457606182013619"
"泰國","蘆筍","農藥殘留含量不符規定","億達農產品貿易有限公司","台中市梧棲區福德里中央路二段217之22號1樓","0709.20.00.20-6","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥普拔克0.02 ppm","依據「農藥殘留容許量標準」，農藥普拔克定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","LICHANG ENTERPRISE CO.,LTD.","","","545.00 KGM(545.00 )","案內不符合商品依規定退運或銷毀。","2024/03/12","2024/02/23","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638457606304997316"
"越南","調味湯粉","甜味劑含量不符規定","億瓏貿易有限公司","桃園市八德區建國路366號","2104.10.29.00-6","衛生福利部109年9月9日衛授食字第1091901745號公告訂定「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑糖精0.07 g/kg、環己基(代)磺醯胺酸0.28 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非糖精、環己基(代)磺醯胺酸表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","CHI NHANH CONG TY CO PHAN BANH KEO HAI CHAU","","HAI CHAU","30.00 CTN(285.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/07","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359376259723"
"韓國","冷凍柚子皮切絲","農藥殘留含量不符規定","皓廷食品科技有限公司","新北市板橋區萬板路5號2樓","0814.00.00.90-7","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥必芬蟎0.14 ppm、依芬寧0.1 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SUNIN CO., LTD.","","SUN-IN","10.00 EAC(5.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359450213695"
"韓國","冷凍柚子果泥","農藥殘留含量不符規定","皓廷食品科技有限公司","新北市板橋區萬板路5號2樓","0811.90.25.00-1","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥必芬蟎0.01 ppm、依芬寧0.02 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SUNIN CO., LTD.","","SUN-IN","10.00  KGM(10.00  )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359520486467"
"印尼","月桂葉","重金屬含量不符規定","世品貿易有限公司","桃園市楊梅區楊梅里大平街18巷2弄14號","0910.99.10.00-9","衛生福利部109.07.01訂定「蔬果植物類、果醬和果凍食品中重金屬檢驗方法」(MOHWH0024.00)","檢出重金屬鉛3.1 mg/kg","依據「食品中污染物質及毒素衛生標準」，鉛於香草植物及香辛植物類限量為0.3 mg/kg，本案不符合食品安全衛生管理法第17條規定。","PT SENOPATI SEBERANG SAMUDERA","","","20.00 CTN(16.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359615903988"
"印度","咖哩香料粉","農藥殘留含量不符規定","奧姆國際有限公司","新竹市東區關東里關新路8號","0910.99.20.00-7","食品藥物管理署公開建議檢驗方法「食品中環氧乙烷及其反應產物2-氯乙醇之檢驗方法」(TFDAP0022.04)【自112.07.05生效】","檢出殘留農藥環氧乙烷167.8 mg/kg","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","R-PURE AGRO SPECIALITIES(FZE)","","MDH","8.00 CTN(48.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/19","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359692713374"
"印尼","椰子糖塊","漂白劑含量不符規定","恩睿有限公司","高雄市新興區八德一路393號","1702.90.90.00-1","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.83 g/kg，依業者提供原廠聲明本案產品含蔗糖40.61%、砂糖32.80%及椰子糖26.58%","依據「食品添加物使用範圍及限量暨規格標準」，准用偏亞硫酸氫鈉漂白劑於蔗糖及砂糖(其他加工食品)用量以SO2殘留量計為0.030 g/kg以下、於椰子糖(比照糖飴)用量以SO2殘留量計為0.30 g/kg以下，推算本產品二氧化硫殘留量應為0.1017 g/kg以下，惟實際檢出值高於推算值，本案不符合食品安全衛生管理法第18條規定。","PT UD FANI JAYA","","FANI JAYA","100.00 CTN(900.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/20","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359778533660"
"日本","生螢烏賊","重金屬含量不符規定","海康貿易有限公司","台北市中山區民族東路410巷23弄11號1樓","0307.42.20.90-7","110年8月26日衛授食字第1101901802號公告「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法(MOHWH0028.00)」","檢出重金屬鎘3 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於頭足類(不含內臟)限量為1 mg/kg，本案不符合食品安全衛生管理法第17條規定。","TOYOMI CO.,LTD.","富山                                                                                                                                                                                                    ","","12 KGM(12 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/27","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359851974333"
"烏克蘭","高梁","農藥殘留含量不符規定","穀福城貿易有限公司","臺南市新營區太北里太子宮44之100號","1007.90.00.00-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥氟大滅0.04 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","LINKOR TRADE UKRAINE LLC","","","25.02 TNE(25,020.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464359924756172"
"阿根廷","鮮蒜頭","農藥殘留含量不符規定","華盛貿易有限公司","台南市學甲區新達里興業路150號","0703.20.90.00-7","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥第滅寧0.65 ppm、芬普尼0.003 ppm、百滅寧0.6 ppm","依據「農藥殘留容許量標準」，農藥第滅寧容許量為0.01 ppm、芬普尼定量極限為0.001 ppm、百滅寧容許量為0.5 ppm，本案不符合食品安全衛生管理法第15條規定。","GLOBAL FRESH PRODUCE S. A.","","","1,300.00 BAG(26,000.00 )","案內不符合商品依規定退運或銷毀。","2024/03/19","2024/02/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638464360070280649"
"中國大陸","辣椒粉","含非法定著色劑","環球食品商行","嘉義縣民雄鄉興中村義橋1-4號","0904.22.00.00-1","食品藥物管理署108.05.22公開建議檢驗方法-「食品中蘇丹色素之檢驗方法(二) (TFDAA0074.00)」","檢出蘇丹色素三號5 ppb","依據「食品添加物使用範圍及限量暨規格標準」，蘇丹色素三號非表列准用之食品添加物，本案不符合食品安全衛生管理法第15條第1項第10款規定。","隆堯縣旭日食品有限公司","","","7,000.00 KGM(7,000.00 )","案內不符合商品依規定銷毀。","2024/03/26","2024/02/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768127801698"
"中國大陸","辣椒粉","含非法定著色劑","環球食品商行","嘉義縣民雄鄉興中村義橋1-4號","0904.22.00.00-1","食品藥物管理署108.05.22公開建議檢驗方法-「食品中蘇丹色素之檢驗方法(二) (TFDAA0074.00)」","檢出蘇丹色素三號7 ppb","依據「食品添加物使用範圍及限量暨規格標準」，蘇丹色素三號非表列准用之食品添加物，本案不符合食品安全衛生管理法第15條第1項第10款規定。","隆堯縣旭日食品有限公司","","","3,000.00 KGM(3,000.00 )","案內不符合商品依規定銷毀。","2024/03/26","2024/02/15","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768196960718"
"印尼","辣椒醬","漂白劑含量不符規定","玖順貿易有限公司","桃園市中壢區合圳北路2段395巷53之1號","2103.90.90.90-5","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.080 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，准用亞硫酸鹽類漂白劑用量以二氧化硫殘留量計為 0.030 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","PT. JEMPOL PANGAN NUSANTARA","","JEMPOL","20.00 CTN(96.00 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/03/05","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768267088991"
"中國大陸","拋棄式蛋糕餐盤","容器具-溶出試驗不符規定","歐樂貿易有限公司","新北市三重區仁美街108巷22號1樓","3924.10.00.40-7","衛生福利部107年9月20日衛授食字第1071901800號公告修正「食品器具、容器、包裝檢驗方法-聚苯乙烯塑膠類之檢驗(MOHWU0030.02)」","案內產品以4%醋酸(60°C，30分鐘)溶出試驗結果，蒸發殘渣51 ppm","依據「食品器具容器包裝衛生標準」，以聚苯乙烯為原料者，其溶出試驗4%醋酸(60°C，30分鐘)蒸發殘渣合格標準為 30 ppm以下，本案不符合食品安全衛生管理法第17規定。","義烏市仁澤日用品有限公司","","","1,500.00 SET(64.20 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/02/27","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768336878576"
"中國大陸","冷凍洋葱丁","農藥殘留含量不符規定","三橋食品股份有限公司","台中市大肚區王田里興中路55號","0710.80.90.90-6","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥可尼丁0.04 ppm","依據「農藥殘留容許量標準」，農藥可尼丁容許量為0.02 ppm，本案不符食品安全衛生管理法第15條規定。","XIAMEN SINOCHARM CO.,LTD.","","XIAMEN SINOCHARM CO.,LTD.","18.00 TNE(18,000.00 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/03/04","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768413644061"
"韓國","木製迷你煎拌鏟","容器具-溶出試驗不符規定","酷澎股份有限公司","臺北市信義區信義路5段7號13樓、13樓之1、13樓之2","4419.90.00.90-9","衛生福利部112年8月9日衛授食字第1121901366號公告訂定「食品器具、容器、包裝檢驗方法－金屬合金類(與食品直接接觸面為合成樹脂塗漆者)之檢驗(MOHWU0031.00)」","案內產品以4%醋酸(95℃，30分鐘)與20%乙醇(60℃，30分鐘)溶出試驗結果，蒸發殘渣值分別為167 ppm、104 ppm","依據「食品器具容器包裝衛生標準」，紙類-與食品直接接觸面之部分為塑膠類且非附表二所列材質者，其溶出試驗應符合「金屬合金類-與食品直接接觸面為合成樹脂塗漆者」之規定，其以4%醋酸(95℃，30分鐘)與20%乙醇(60℃，30分鐘)溶出試驗蒸發殘渣之合格標準為30 ppm以下，本案不符合食品安全衛生管理法第17條規定。","CPLB","","FAB ARBORS","10.00 PCE(0.44 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2023/11/21","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768539886632"
"韓國","花朵圖案雙面用砧板","容器具-溶出試驗不符規定","酷澎股份有限公司","臺北市信義區信義路5段7號13樓、13樓之1、13樓之2","4419.90.00.90-9","衛生福利部107年9月17日衛授食字第1071901780號公告修正「食品器具、容器、包裝檢驗方法-聚乙烯塑膠類之檢驗(MOHWU0008.03)」","案內產品以4%醋酸(60°C，30分鐘)溶出試驗結果，蒸發殘渣38 ppm","依據「食品器具容器包裝衛生標準」，以聚乙烯為塗層原料者，其溶出試驗4%醋酸(60°C/30分鐘)蒸發殘渣合格標準為30 ppm以下，本案不符合食品安全衛生管理法第17規定。","HANA LIVING","","AESLA FLEUR","20.00 PCE(7.48 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2023/11/23","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768626296061"
"日本","焙乾秋刀魚節","含污染物質及毒素不符規定","彩津國際股份有限公司","臺北市信義區信義路5段150巷2號10樓之7","0305.49.90.30-0","食品藥物管理署111.1.11.公開建議檢驗方法-「食品中多環芳香族碳氫化合物之檢驗方法(TFDAO0030.02)」","檢出苯(a)駢芘80.6 μg/kg","依據「食品中其他污染物質及毒素限量標準」，苯(a)駢芘於煙燻魚肉限量為2.0 μg/kg，本案不符合食品安全衛生管理法第17條規定。","株式会社江良水産","熊本                                                                                                                                                                                                    ","丸勝","50.00 PCE(50.00 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/02/05","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768712429328"
"韓國","韓式湯醬油","防腐劑含量不符規定","韓濟名味品有限公司","臺北市中山區長安西路24號7樓","2103.10.90.00-1","食品藥物管理署111.11.01公開建議檢驗方法「醬油中雙十二烷基硫酸硫胺明之檢驗方法」(TFDAA0096.00)","檢出Laurylsulfate 0.03 g/kg","惟未載明防腐劑雙十二烷基硫酸硫胺明於成分中，依據「食品添加物使用範圍及限量暨規格標準」，防腐劑雙十二烷基硫酸硫胺明於醬油用量以 Laurylsulfate計為0.01 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","DAESANG CORPORATION","","大象","20.00 BOX(272.00 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/02/21","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768778079393"
"中國大陸","綠燕麥萃取物","防腐劑含量不符規定","仁友興業有限公司","台北市大安區信義路4段341號6樓之2","1302.19.90.00-3","衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」;","檢出防腐劑對羥苯甲酸0.02 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非對羥苯甲酸表列准用之食品範圍，且業者未能提具相關佐證資料合理說明，本案不符合食品安全衛生管理法第18條規定。","HUNAN NUTRAMAX INC.","","","1.00 KGM(1.00 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/02/26","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768848260634"
"泰國","冷凍旭蟹","重金屬含量不符規定","正雄企業有限公司","新北市三重區三和路3段66號2樓","0306.14.29.90-3","衛生福利部110年8月26日衛授食字第1101901802號公告訂定「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法(MOHWH0028.00)」","檢出重金屬鎘0.8 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於甲殼類之可食肌肉(包括附肢肌肉)限量為0.5 mg/kg，本案不符合食品安全衛生管理法第17條規定。","YONGHER DEVELOPMENT CO., LTD.","1392                                                                                                                                                                                                    ","","2,565.00 KGM(2,565.00 )","案內不符合商品依規定退運或銷毀。","2024/03/26","2024/02/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638469768945701271"
