"年度","月份區間","分類","檢體名稱","農藥殘留量","抽樣衛生局","抽樣地點"
"114","9~10","果菜類","牛蕃茄","合格","臺北市","miacucina信義店/臺北市信義區松壽路11號2樓"
"114","9~10","果菜類","茄子","合格","臺北市","miacucina信義店/臺北市信義區松壽路11號2樓"
"114","9~10","果菜類","糯米椒(辣椒)","合格","臺北市","陳○訓(第二果菜批發市場第21-06攤)/臺北市中山區"
"114","9~10","果菜類","特選全紅番茄","合格","臺北市","第一果菜批發市場地號:1128/臺北市萬華區萬大路533號"
"114","9~10","果菜類","茄子","合格","臺北市","誠果蔬果店(王家農場)/臺北市大安區敦化南路一段233巷65號"
"114","9~10","果菜類","紅辣椒","合格","臺北市","唐龍國際餐飲股份有限公司(龍軒傳承)/臺北市中山區長春路90號2樓"
"114","9~10","果菜類","朝天椒(辣椒)","合格","臺北市","蔬果攤/臺北市中山區民生東路二段115巷40號"
"114","9~10","果菜類","牛番茄","合格","桃園市","家福股份有限公司青埔分公司/桃園市中壢區高鐵南路2段352號2樓"
"114","9~10","果菜類","有機辣椒","合格","新竹市","全聯實業股份有限公司新竹關新西分公司/新竹市東區關新里關新西街163、165號"
"114","9~10","果菜類","牛番茄","合格","新竹市","好市多股份有限公司新竹分公司/新竹市東區慈雲路188號"
"114","9~10","果菜類","紅小辣椒","合格","新竹市","全聯實業股份有限公司湳雅分公司/新竹市北區湳雅街97號"
"114","9~10","果菜類","履歷黃秋葵","合格","新竹市","全聯實業股份有限公司湳雅分公司/新竹市北區湳雅街97號"
"114","9~10","果菜類","茄子","合格","新竹市","全聯實業股份有限公司湳雅分公司/新竹市北區湳雅街97號"
"114","9~10","果菜類","有機短茄","合格","新竹市","棉花田-新竹中央門市/新竹市東區中央路174號"
"114","9~10","果菜類","嚴選青椒","合格","新竹市","全聯實業股份有限公司新竹關新西分公司/新竹市東區關新里關新西街163、165號"
"114","9~10","果菜類","履歷牛蕃茄","合格","臺中市","家福股份有限公司台中沙鹿分公司/臺中市沙鹿區光華路336號"
"114","9~10","果菜類","牛心番茄","合格","臺中市","全聯實業股份有限公司台中國光分公司/臺中市大里區國光路2段70號1樓"
"114","9~10","果菜類","履歷水果彩椒","合格","臺中市","全聯實業股份有限公司臺中學士分公司/臺中市北區學士路261號1樓"
"114","9~10","果菜類","青椒","合格","臺中市","領好美鮮超市/臺中市烏日區溪埧里溪南路一段441號"
"114","9~10","果菜類","辣椒","合格","彰化縣","清溪自助餐/彰化縣彰化市成功里大埔路707號"
"114","9~10","果菜類","辣椒","合格","彰化縣","延杰股份有限公司/彰化縣溪湖鎮中山里大溪路一段571巷13號"
"114","9~10","果菜類","羊角椒","合格","雲林縣","雲林縣二崙鄉農會/雲林縣二崙鄉崙束村中興路118號"
"114","9~10","果菜類","番茄","合格","雲林縣","健心農產流通股份有限公司/雲林縣西螺鎮市場北路258號"
"114","9~10","果菜類","茄子","合格","嘉義縣","全聯實業股份有限公司朴子四維分公司/嘉義縣朴子市大同路291號"
"114","9~10","果菜類","牛心蕃茄","合格","嘉義縣","全聯實業股份有限公司朴子四維分公司/嘉義縣朴子市大同路291號"
"114","9~10","果菜類","履歷牛番茄","合格","嘉義市","全聯實業股份有限公司嘉義民權分公司/嘉義市民權路177號及民國路247號"
"114","9~10","果菜類","牛心蕃茄","合格","嘉義市","全聯實業股份有限公司嘉義民權分公司/嘉義市民權路177號及民國路247號"
"114","9~10","果菜類","大番茄","合格","臺南市","家屋簡餐/臺南市柳營區中山東路二段863號"
"114","9~10","果菜類","紅甜椒","合格","臺南市","東盈餐飲店/臺南市永康區永康里永大路二段701號2樓"
"114","9~10","果菜類","番茄","合格","臺南市","永康農產行/臺南市東區東光路一段123號"
"114","9~10","果菜類","牛心番茄","合格","高雄市","全聯實業股份有限公司旗山中華分公司/高雄市旗山區中華路31、33號"
"114","9~10","果菜類","青椒","合格","高雄市","蔡文市場蘇○厚菜攤/高雄市路竹區"
"114","9~10","果菜類","履歷水果彩椒","合格","高雄市","蔡文市場蘇○厚菜攤/高雄市路竹區"
"114","9~10","果菜類","有機秋葵","合格","高雄市","家福股份有限公司五甲分公司/高雄市鳳山區林森路291號"
"114","9~10","果菜類","牛心番茄","合格","屏東縣","全聯實業股份有限公司東港長春一分公司/屏東縣東港鎮新街里長春一路80號1樓"
"114","9~10","果菜類","辣椒","合格","宜蘭縣","金是金股份有限公司/宜蘭縣員山鄉永同路三段20號"
"114","9~10","果菜類","牛蕃茄","合格","宜蘭縣","漢堡王(宜蘭店)/宜蘭縣宜蘭市光復路4號1~2樓"
"114","9~10","果菜類","有機轉型期高山彩椒","合格","宜蘭縣","棉花田生機園地股份有限公司(宜蘭中山店)/宜蘭縣宜蘭市中山路三段88號"
"114","9~10","果菜類","高山聖女小番茄","合格","宜蘭縣","聖德科斯生機食品-新宜蘭門市/宜蘭縣宜蘭市中山路三段127號1樓"
"114","9~10","果菜類","有機辣椒","合格","宜蘭縣","里仁有機蔬果/宜蘭縣羅東鎮和平路104號"
"114","9~10","果菜類","有機青椒","合格","宜蘭縣","里仁有機蔬果/宜蘭縣羅東鎮和平路104號"
"114","9~10","果菜類","番茄","合格","花蓮縣","富里國小/花蓮縣富里鄉富里村永安街52號"
"114","9~10","果菜類","有機茄子","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","果菜類","履歷黃秋葵","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","果菜類","牛蕃茄","合格","金門縣","生發/金門縣金城鎮民族路71號"
"114","9~10","果菜類","牛蕃茄","合格","金門縣","福泰/金門縣金城鎮民族路81號"
"114","9~10","果菜類","茄子","合格","金門縣","海藍藍/金門縣烈嶼鄉東林街78號"
"114","9~10","果菜類","辣椒","合格","連江縣","市攤-楊○玉/連江縣南竿鄉"
"114","9~10","果菜類","彩色甜椒","佈飛松(Profenophos) 2.2 (1.0)、克凡派(Chlorfenapyr) 0.7 (0.5)","臺北市","大田蔬果行/臺北市內湖區康寧路1段67號"
"114","9~10","果菜類","茄子","賽座滅(Cyazofamid) 0.04 (不符使用規定)","臺中市","好市多股份有限公司臺中分公司/臺中市北屯區敦富路366、368號"
"114","9~10","果菜類","彩椒","待克利(Difenoconazole) 1.12  (0.5)、賽派芬(Cyenopyrafen) 0.23 (不得檢出)","高雄市","蔡文市場-蘇○厚菜攤/高雄市路竹區"
"114","9~10","果菜類","指天椒","菲克利(Hexaconazole) 0.28 (不符使用規定)","高雄市","康鄰超市(盛昌店)/高雄市楠梓區盛昌街98號"
"114","9~10","果菜類","牛蕃茄","普拔克(Propamocarb hydrochloride) 2.30 (2.0)","澎湖縣","澎湖縣農會農民購物中心/澎湖縣馬公市大勇街30號地下室"
"114","9~10","瓜菜類","絲瓜","合格","基隆市","全聯實業股份有限公司基隆麥金分公司/基隆市安樂區麥金路201號地下一層之2、之3、之5"
"114","9~10","瓜菜類","有機絲瓜","合格","基隆市","全聯實業股份有限公司基隆源遠分公司/基隆市暖暖區源遠路341-1號底層"
"114","9~10","瓜菜類","白苦瓜","合格","新北市","菄東東企業社/新北市樹林區保安街一段16巷34號"
"114","9~10","瓜菜類","苦瓜","合格","新北市","貝斯薇榳有限公司/新北市三重區中正北路399號1~3樓"
"114","9~10","瓜菜類","苦瓜","合格","新北市","麗惠蔬果行/新北市板橋區板城路1000號"
"114","9~10","瓜菜類","青櫛瓜(冬瓜)","合格","臺北市","第二果菜批發市場24-13號攤/臺北市中山區民族東路336號"
"114","9~10","瓜菜類","栗子南瓜","合格","臺北市","阿媛蔬果店/臺北市文山區景文街107號"
"114","9~10","瓜菜類","櫛瓜","合格","臺北市","臺北市第一果菜批發市場(承銷號:3113)/臺北市萬華區萬大路533號"
"114","9~10","瓜菜類","水果小黃瓜","合格","新竹縣","芎林阿亮農園/新竹縣芎林鄉上山村文德一街8號二樓9號攤位"
"114","9~10","瓜菜類","絲瓜","合格","新竹市","全聯實業股份有限公司忠孝分公司/新竹市東區忠孝路300號"
"114","9~10","瓜菜類","小黃瓜","合格","新竹市","全聯實業股份有限公司忠孝分公司/新竹市東區忠孝路300號"
"114","9~10","瓜菜類","佛手瓜","合格","新竹市","全聯實業股份有限公司湳雅分公司/新竹市北區湳雅街97號"
"114","9~10","瓜菜類","有機蘋果絲瓜","合格","新竹市","棉花田-新竹中央門市/新竹市東區中央路174號"
"114","9~10","瓜菜類","產銷小黃瓜","合格","新竹市","全聯實業股份有限公司新竹關新西分公司/新竹市東區關新里關新西街163、165號"
"114","9~10","瓜菜類","小黃瓜","合格","苗栗縣","維家生鮮超市/苗栗縣公館鄉館東村大同路266號"
"114","9~10","瓜菜類","絲瓜","合格","苗栗縣","全聯實業股份有限公司竹南龍山分公司/苗栗縣竹南鎮龍鳳里4鄰龍山路一段260、262號"
"114","9~10","瓜菜類","蘋果絲瓜","合格","苗栗縣","全聯實業股份有限公司苗栗正義分公司/苗栗縣苗栗市水源里中正路1256號及1258巷6、8號"
"114","9~10","瓜菜類","小黃瓜","合格","臺中市","LOPIA IKEA臺中店(熟食部)/臺中市南屯區向上路二段168號1樓"
"114","9~10","瓜菜類","絲瓜","合格","臺中市","大喜鍋青海店/臺中市西屯區清海路二段207-18號B1"
"114","9~10","瓜菜類","金瓜","合格","彰化縣","秀傳醫療社團法人秀傳紀念醫院/彰化縣彰化市南瑤里中山路一段536、542號(醫療大樓)、彰化縣彰化市南瑤里南平街61巷6號(健檢中心)、彰化縣彰化市南瑤里中山路一段123號(醫研大)樓"
"114","9~10","瓜菜類","大黃瓜","合格","彰化縣","合欣展業股份有限公司/彰化縣埤頭鄉和豊村斗苑東路178巷50號"
"114","9~10","瓜菜類","絲瓜","合格","南投縣","青果攤/南投縣草屯鎮中山街340號"
"114","9~10","瓜菜類","絲瓜","合格","南投縣","范○怡/南投縣竹山鎮"
"114","9~10","瓜菜類","產銷小黃瓜","合格","南投縣","全聯實業股份有限公司竹山國中分公司/南投縣竹山鎮中山里竹山路152、156號"
"114","9~10","瓜菜類","櫛瓜","合格","雲林縣","健心農產流通股份有限公司/雲林縣西螺鎮市場北路258號"
"114","9~10","瓜菜類","小黃瓜","合格","雲林縣","健心農產流通股份有限公司/雲林縣西螺鎮市場北路258號"
"114","9~10","瓜菜類","南瓜","合格","雲林縣","雲林縣二崙鄉農會/雲林縣二崙鄉崙束村中興路118號"
"114","9~10","瓜菜類","花蒲","合格","雲林縣","保證責任雲林縣新安果菜生產合作社/雲林縣西螺鎮市場北路325號"
"114","9~10","瓜菜類","絲瓜","合格","雲林縣","健心農產流通股份有限公司/雲林縣西螺鎮市場北路258號"
"114","9~10","瓜菜類","南瓜","合格","嘉義市","保證責任嘉義市嘉全果菜生產合作社/嘉義市東區林森東路367-45號"
"114","9~10","瓜菜類","有機絲瓜","合格","嘉義市","里仁嘉義中山店/嘉義市西區中山路475號"
"114","9~10","瓜菜類","有機佛手瓜","合格","嘉義市","里仁嘉義中山店/嘉義市西區中山路475號"
"114","9~10","瓜菜類","大瓜","合格","臺南市","臺南市麻豆區農會農特產品供應中心/臺南市麻豆區新生北路56號"
"114","9~10","瓜菜類","花瓜","合格","臺南市","臺南市麻豆區農會農特產品供應中心/臺南市麻豆區新生北路56號"
"114","9~10","瓜菜類","蒲瓜","合格","臺南市","臺南市麻豆區農會農特產品供應中心/臺南市麻豆區新生北路56號"
"114","9~10","瓜菜類","大黃瓜","合格","屏東縣","全聯實業股份有限公司車城中山分公司/屏東縣車城鄉田中村中山路95、95-1號"
"114","9~10","瓜菜類","履歷絲瓜","合格","屏東縣","全聯實業股份有限公司車城中山分公司/屏東縣車城鄉田中村中山路95、95-1號"
"114","9~10","瓜菜類","有機山苦瓜","合格","宜蘭縣","棉花田生機園地股份有限公司(宜蘭中山店)/宜蘭縣宜蘭市中山路三段88號"
"114","9~10","瓜菜類","有機佛手瓜","合格","宜蘭縣","里仁有機蔬果/宜蘭縣羅東鎮和平路104號"
"114","9~10","瓜菜類","絲瓜","合格","臺東縣","臺東地區農會附設農民購物中心-集貨包裝場/臺東縣臺東市四川路一段664號"
"114","9~10","瓜菜類","絲瓜","合格","臺東縣","員台蔬菜號/臺東縣臺東市61巷180號"
"114","9~10","瓜菜類","大黃瓜","合格","臺東縣","員元蔬菓行/臺東縣臺東市東海里長沙街四十一巷十八號一樓"
"114","9~10","瓜菜類","苦瓜","合格","臺東縣","員元蔬菓行/臺東縣臺東市東海里長沙街四十一巷十八號一樓"
"114","9~10","瓜菜類","大黃瓜","合格","臺東縣","勝雄果菜行/臺東縣臺東市濟南街61巷180號"
"114","9~10","瓜菜類","夏南瓜(櫛瓜)","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","瓜菜類","南瓜","合格","澎湖縣","全聯實業股份有限公司澎湖文光分公司/澎湖縣馬公市光榮里文光路85號1樓"
"114","9~10","瓜菜類","櫛瓜","合格","金門縣","承廉商行/金門縣金城鎮民族路33-19號"
"114","9~10","瓜菜類","佛手瓜","合格","金門縣","承廉商行/金門縣金城鎮民族路33-19號"
"114","9~10","瓜菜類","苦瓜","合格","金門縣","新東利蔬果行/金門縣烈嶼鄉林湖村東林31之2號"
"114","9~10","瓜菜類","菜瓜","合格","金門縣","新東利蔬果行/金門縣烈嶼鄉林湖村東林31之2號"
"114","9~10","瓜菜類","苦瓜","合格","金門縣","合成商行/金門縣烈嶼鄉東林117號"
"114","9~10","瓜菜類","絲瓜","合格","連江縣","哥倆好商行/連江縣南竿鄉介壽村267號"
"114","9~10","瓜菜類","櫛瓜","合格","連江縣","鮮集斯企業社/連江縣南竿鄉介壽村85號1樓"
"114","9~10","豆菜類","有機長豆","合格","新北市","里仁事業股份有限公司中和興南店/新北市中和區興南路一段110號"
"114","9~10","豆菜類","長豇豆","合格","新北市","饗賓餐旅事業股份有限公司饗泰多-宏匯店/新北市新莊區新北大道四段3號B2樓"
"114","9~10","豆菜類","荷蘭豆","合格","新北市","微笑水果店/新北市泰山區明志路二段87號"
"114","9~10","豆菜類","甜豆","合格","新北市","微笑水果店/新北市泰山區明志路二段87號"
"114","9~10","豆菜類","白豆敏豆","合格","新北市","南雅蔬菜行/新北市板橋區板城路1000號"
"114","9~10","豆菜類","敏豆","合格","新北市","統亞蔬菜/新北市板橋區板城路1000號"
"114","9~10","豆菜類","四季豆","合格","新北市","嘉珍自助餐/新北市三重區自強路五段40號1樓"
"114","9~10","豆菜類","四季豆","合格","新北市","連城小館/新北市中和區連城路263巷2號"
